"","taxonomic_id","level","kingdom","subkingdom","phylum_division","subphylum_subdivision","class","subclass","order","family","subfamily","tribe","genus","species","infrakingdom","superorder","phylum","subphylum","superclass","infraclass","suborder","infraorder","superfamily","parvorder","subterclass","section","subsection","infraphylum","parvphylum","gigaclass","subgenus","forma","megaclass"
"105",101445,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ampeliscidae",NA,NA,"Ampelisca",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Amphilochidea","Lysianassida","Synopioidea","Synopiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",101459,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae",NA,NA,"Ampithoe",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",101460,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae",NA,NA,"Cymadusa",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",101467,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Aoridae",NA,NA,"Bemlos",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Aoroidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",101469,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Aoridae",NA,NA,"Lembos",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Aoroidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",101474,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Unciolidae","Unciolinae",NA,"Unciola",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Aoroidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",101489,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Corophiidae","Corophiinae","Corophiini","Corophium",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",101537,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Gammaridae",NA,NA,"Gammarus",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Gammarida","Gammaroidea","Gammaridira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",101554,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Iphimediidae",NA,NA,"Iphimedia",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Amphilochidea","Amphilochida","Iphimedioidea","Amphilochidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",101558,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Photidae",NA,NA,"Gammaropsis",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",101563,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Photidae",NA,NA,"Photis",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",101571,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ischyrocerinae","Ischyrocerini","Jassa",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",101580,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Leucothoidae",NA,NA,"Leucothoe",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Amphilochidea","Amphilochida","Leucothoidea","Amphilochidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",101614,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Uristidae",NA,NA,"Ichnopus",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Amphilochidea","Lysianassida","Lysianassoidea","Lysianassidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",101671,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Maeridae",NA,NA,"Elasmopus",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Hadziida","Hadzioidea","Hadziidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",101770,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Stenothoidae","Stenothoinae",NA,"Stenothoe",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Amphilochidea","Amphilochida","Amphilochoidea","Amphilochidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",101830,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprellinae",NA,"Caprella","Caprella equilibra",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Caprelloidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",101846,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Caprellidae","Caprellinae",NA,"Caprella","Caprella penantis",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Caprelloidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",102000,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae",NA,NA,"Ampithoe","Ampithoe ramondi",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",102005,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ampithoidae",NA,NA,"Ampithoe","Ampithoe valida",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",102033,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Aoridae",NA,NA,"Lembos","Lembos websteri",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Aoroidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",102040,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Corophiidae","Corophiinae","Haplocheirini","Leptocheirus","Leptocheirus pilosus",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",102048,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Aoridae",NA,NA,"Microdeutopus","Microdeutopus gryllotalpa",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Aoroidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",102101,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Corophiidae","Corophiinae","Corophiini","Corophium","Corophium volutator",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Corophioidea","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",102276,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Gammaridae",NA,NA,"Gammarus","Gammarus duebeni",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Gammarida","Gammaroidea","Gammaridira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",102296,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Gammaridae",NA,NA,"Gammarus","Gammarus tigrinus",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Gammarida","Gammaroidea","Gammaridira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",102385,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Photidae",NA,NA,"Photis","Photis pollex",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",102401,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ischyrocerinae","Ericthonini","Ericthonius","Ericthonius brasiliensis",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",102409,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Ischyroceridae","Ischyrocerinae","Ericthonini","Ericthonius","Ericthonius rubricornis",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Corophiida","Photoidea","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",102805,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Amphipoda","Maeridae",NA,NA,"Elasmopus","Elasmopus rapax",NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Senticaudata","Hadziida","Hadzioidea","Hadziidira",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",103936,"Species","Animalia",NA,NA,NA,"Ascidiacea",NA,"Stolidobranchia","Styelidae",NA,NA,"Styela","Styela plicata",NA,NA,"Chordata","Tunicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",105689,"family","Animalia",NA,NA,NA,"Elasmobranchii","Neoselachii","Carcharhiniformes","Carcharhinidae",NA,NA,NA,NA,NA,"Galeomorphi","Chordata","Vertebrata",NA,"Selachii",NA,NA,NA,NA,NA,NA,NA,"Gnathostomata","Chondrichthyes",NA,NA,NA,NA
"137",105797,"species","Animalia",NA,NA,NA,"Elasmobranchii","Neoselachii","Carcharhiniformes","Carcharhinidae",NA,NA,"Carcharhinus","Carcharhinus plumbeus",NA,"Galeomorphi","Chordata","Vertebrata",NA,"Selachii",NA,NA,NA,NA,NA,NA,NA,"Gnathostomata","Chondrichthyes",NA,NA,NA,NA
"138",105800,"species","Animalia",NA,NA,NA,"Elasmobranchii","Neoselachii","Carcharhiniformes","Carcharhinidae",NA,NA,"Negaprion","Negaprion brevirostris",NA,"Galeomorphi","Chordata","Vertebrata",NA,"Selachii",NA,NA,NA,NA,NA,NA,NA,"Gnathostomata","Chondrichthyes",NA,NA,NA,NA
"139",105817,"species","Animalia",NA,NA,NA,"Elasmobranchii","Neoselachii","Carcharhiniformes","Sphyrnidae",NA,NA,"Sphyrna","Sphyrna mokarran",NA,"Galeomorphi","Chordata","Vertebrata",NA,"Selachii",NA,NA,NA,NA,NA,NA,NA,"Gnathostomata","Chondrichthyes",NA,NA,NA,NA
"140",105846,"species","Animalia",NA,NA,NA,"Elasmobranchii","Neoselachii","Orectolobiformes","Ginglymostomatidae",NA,NA,"Ginglymostoma","Ginglymostoma cirratum",NA,"Galeomorphi","Chordata","Vertebrata",NA,"Selachii",NA,NA,NA,NA,NA,NA,NA,"Gnathostomata","Chondrichthyes",NA,NA,NA,NA
"141",106122,"Genus","Animalia",NA,NA,NA,"Thecostraca","Cirripedia","Balanomorpha","Balanidae","Balaninae",NA,"Balanus",NA,NA,"Thoracicalcarea","Arthropoda","Crustacea","Multicrustacea","Thoracica",NA,NA,"Balanoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",106673,"Infraorder","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda",NA,NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",106674,"Infraorder","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda",NA,NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",106687,"Superfamily","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda",NA,NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Anomura","Paguroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",106734,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Porcellanidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Anomura","Galatheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",106736,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Diogenidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Anomura","Paguroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",106763,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Portunidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Portunoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"148",106765,"Family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Panopeidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Xanthoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"149",106777,"Family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Hippolytidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",106798,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Axiidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Axiidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",106800,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Callianassidae",NA,NA,NA,NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Axiidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",106822,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Penaeidae",NA,NA,"Penaeus",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Dendrobranchiata",NA,"Penaeoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",106844,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Diogenidae",NA,NA,"Paguristes",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Anomura","Paguroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",106906,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Epialtidae","Pisinae",NA,"Libinia",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Majoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"155",106921,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Portunidae","Portuninae",NA,"Callinectes",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Portunoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"156",106978,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Alpheidae",NA,NA,"Alpheus",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",106987,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Hippolytidae",NA,NA,"Hippolyte",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",106992,"genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Lysmatidae",NA,NA,"Lysmata",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",106995,"genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Thoridae",NA,NA,"Thor",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",107032,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Palaemonidae",NA,NA,"Palaemon",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Palaemonoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",107035,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Palaemonidae",NA,NA,"Periclimenes",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Palaemonoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",107044,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Pandalidae",NA,NA,"Pandalus",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Pandaloidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",107060,"genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Palinuridae",NA,NA,"Panulirus",NA,NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Achelata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",107335,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Epialtidae","Pisinae",NA,"Libinia","Libinia dubia",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Majoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"165",107379,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Portunidae","Portuninae",NA,"Callinectes","Callinectes sapidus",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Portunoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"166",107381,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Carcinidae","Carcininae",NA,"Carcinus","Carcinus maenas",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Portunoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"167",107382,"species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Portunidae","Thalamitinae",NA,"Charybdis","Charybdis (Charybdis) hellerii",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Portunoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,"Charybdis (Charybdis)",NA,NA
"168",107412,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Panopeidae",NA,NA,"Dyspanopeus","Dyspanopeus sayi",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Xanthoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"169",107414,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Panopeidae",NA,NA,"Rhithropanopeus","Rhithropanopeus harrisii",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Xanthoidea",NA,NA,"Eubrachyura","Heterotremata",NA,NA,NA,NA,NA,NA
"170",107457,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Grapsidae",NA,NA,"Pachygrapsus","Pachygrapsus transversus",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Grapsoidea",NA,NA,"Eubrachyura","Thoracotremata",NA,NA,NA,NA,NA,NA
"171",107458,"species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Percnidae",NA,NA,"Percnon","Percnon gibbesi",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Brachyura","Grapsoidea",NA,NA,"Eubrachyura","Thoracotremata",NA,NA,NA,NA,NA,NA
"172",107519,"Species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Hippolytidae",NA,NA,"Latreutes","Latreutes fucorum",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",107534,"species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Thoridae",NA,NA,"Thor","Thor amboinensis",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Alpheoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",107611,"species","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Decapoda","Palaemonidae",NA,NA,"Brachycarpus","Brachycarpus biunguiculatus",NA,"Eucarida","Arthropoda","Crustacea","Multicrustacea",NA,"Pleocyemata","Caridea","Palaemonoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",110342,"Order","Animalia",NA,NA,NA,"Polychaeta","Echiura","Echiuroidea",NA,NA,NA,NA,NA,NA,NA,"Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",110416,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Cumacea","Nannastacidae",NA,NA,"Cumella",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",111158,"Species","Animalia",NA,NA,NA,"Gymnolaemata",NA,"Cheilostomatida","Bugulidae",NA,NA,"Bugula","Bugula neritina",NA,NA,"Bryozoa",NA,NA,NA,"Flustrina",NA,"Buguloidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",111673,"Species","Animalia",NA,NA,NA,"Gymnolaemata",NA,"Ctenostomatida","Victorellidae",NA,NA,"Victorella","Victorella pavida",NA,NA,"Bryozoa",NA,NA,NA,"Victorellina",NA,"Victorelloidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",112080,"Genus","Chromista","Harosa",NA,NA,"Globothalamea","Rotaliana","Rotaliida","Amphisteginidae",NA,NA,"Amphistegina",NA,"Rhizaria",NA,"Foraminifera",NA,NA,NA,NA,NA,"Asterigerinoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",112119,"Genus","Chromista","Harosa",NA,NA,"Globothalamea","Rotaliana","Rotaliida","Calcarinidae",NA,NA,"Calcarina",NA,"Rhizaria",NA,"Foraminifera",NA,NA,NA,NA,NA,"Calcarinoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",112822,"Species","Chromista","Harosa",NA,NA,"Tubothalamea",NA,"Miliolida","Soritidae","Soritinae",NA,"Amphisorus","Amphisorus hemprichii","Rhizaria",NA,"Foraminifera",NA,NA,NA,"Miliolina",NA,"Soritoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",112823,"Species","Chromista","Harosa",NA,NA,"Tubothalamea",NA,"Miliolida","Soritidae","Soritinae",NA,"Sorites","Sorites orbiculus","Rhizaria",NA,"Foraminifera",NA,NA,NA,"Miliolina",NA,"Soritoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",113625,"Species","Chromista","Harosa",NA,NA,"Globothalamea","Rotaliana","Rotaliida","Calcarinidae","Pararotaliinae",NA,"Neorotalia","Neorotalia calcar","Rhizaria",NA,"Foraminifera",NA,NA,NA,NA,NA,"Calcarinoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",115430,"Genus","Animalia",NA,NA,NA,"Copepoda",NA,"Harpacticoida","Peltidiidae","Peltidiinae",NA,"Peltidium",NA,NA,"Podoplea","Arthropoda","Crustacea","Multicrustacea","Neocopepoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",117034,"Genus","Animalia",NA,NA,NA,"Hydrozoa","Hydroidolina","Leptothecata","Campanulariidae",NA,NA,"Obelia",NA,NA,NA,"Cnidaria","Medusozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",118100,"Family","Animalia",NA,NA,NA,"Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,NA,NA,NA,"Arthropoda","Crustacea","Allotriocarida","Pterygota","Nematocera","Culicomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",118244,"Family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Isopoda","Anthuridae",NA,NA,NA,NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Cymothoida",NA,"Anthuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",118274,"family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Isopoda","Cymothoidae",NA,NA,NA,NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Cymothoida",NA,"Cymothooidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",118283,"Family","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Isopoda","Idoteidae",NA,NA,NA,NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Valvifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",118362,"Genus","Animalia",NA,NA,NA,"Malacostraca","Eumalacostraca","Isopoda","Janiridae",NA,NA,"Carpias",NA,NA,"Peracarida","Arthropoda","Crustacea","Multicrustacea",NA,"Asellota",NA,"Janiroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
